order_id,date,month,quarter,product,category,unit_price,quantity,discount_pct,revenue,city,customer_gender,payment_method
ORD0239,2023-11-22,November,Q4,Bookshelf,Furniture,5306.7,3,5,15124.09,Jaipur,Female,Debit Card
ORD0240,2023-11-25,November,Q4,Bookshelf,Furniture,4264.93,1,20,3411.94,Bangalore,Male,Debit Card
ORD0241,2023-10-16,October,Q4,Coffee Beans,Grocery,1192.7,5,10,5367.15,Mumbai,Male,Credit Card
ORD0242,2023-11-30,November,Q4,Laptop,Electronics,78199.14,5,10,351896.13,Hyderabad,Female,Net Banking
ORD0243,2023-11-25,November,Q4,Laptop,Electronics,62431.33,5,10,280940.99,Chennai,Female,Debit Card
ORD0244,2023-03-22,March,Q1,Jeans,Clothing,1453.65,1,0,1453.65,Ahmedabad,Female,Cash
ORD0245,2023-06-10,June,Q2,Running Shoes,Clothing,2418.1,5,5,11485.98,Kolkata,Female,Cash
ORD0246,2023-02-24,February,Q1,Headphones,Electronics,3994.79,5,20,15979.16,Kolkata,Male,Cash
ORD0247,2023-02-19,February,Q1,Smartphone,Electronics,20826.57,2,5,39570.48,Mumbai,Female,Cash
ORD0248,2023-10-23,October,Q4,Coffee Beans,Grocery,859.95,2,10,1547.91,Kolkata,Male,Debit Card
ORD0249,2023-06-07,June,Q2,Running Shoes,Clothing,5981.86,4,15,20338.32,Ahmedabad,Male,Credit Card
ORD0250,2023-10-26,October,Q4,Jeans,Clothing,1911.48,2,5,3631.81,Kolkata,Male,Credit Card
ORD0251,2023-10-02,October,Q4,Bookshelf,Furniture,3727.02,4,10,13417.27,Mumbai,Male,Cash
ORD0252,2023-07-07,July,Q3,Headphones,Electronics,4506.31,3,15,11491.09,Mumbai,Female,Credit Card
ORD0253,2023-05-28,May,Q2,Coffee Beans,Grocery,1018.0,3,20,2443.2,Delhi,Female,Net Banking
ORD0254,2023-12-15,December,Q4,Running Shoes,Clothing,4939.82,3,20,11855.57,Lucknow,Male,Debit Card
ORD0255,2023-07-07,July,Q3,Smartphone,Electronics,24998.82,3,20,59997.17,Bangalore,Male,Net Banking
ORD0256,2023-01-20,January,Q1,Rice 5kg,Grocery,390.49,1,0,390.49,Bangalore,Female,Cash
ORD0257,2023-03-13,March,Q1,Rice 5kg,Grocery,409.95,5,20,1639.8,Kolkata,Female,Debit Card
ORD0258,2023-06-22,June,Q2,Jeans,Clothing,2979.35,3,20,7150.44,Jaipur,Female,Net Banking
ORD0259,2023-06-19,June,Q2,Bookshelf,Furniture,3637.02,1,10,3273.32,Delhi,Female,Net Banking
ORD0260,2023-08-31,August,Q3,Bookshelf,Furniture,5085.4,1,20,4068.32,Chennai,Male,Credit Card
ORD0261,2023-07-14,July,Q3,Coffee Beans,Grocery,928.49,5,20,3713.96,Bangalore,Male,Credit Card
ORD0262,2023-01-10,January,Q1,Coffee Beans,Grocery,1443.03,1,5,1370.88,Ahmedabad,Female,Cash
ORD0263,2023-09-14,September,Q3,Headphones,Electronics,2534.43,2,15,4308.53,Lucknow,Female,Credit Card
ORD0264,2023-12-06,December,Q4,Headphones,Electronics,2978.47,5,10,13403.11,Ahmedabad,Female,UPI
ORD0265,2023-10-07,October,Q4,Headphones,Electronics,2730.59,5,10,12287.66,Kolkata,Female,Net Banking
ORD0266,2023-10-13,October,Q4,Running Shoes,Clothing,2365.19,2,10,4257.34,Chennai,Male,UPI
ORD0267,2023-09-03,September,Q3,Bookshelf,Furniture,4672.05,4,10,16819.38,Kolkata,Female,UPI
ORD0268,2023-07-22,July,Q3,Smartphone,Electronics,30924.73,5,15,131430.1,Kolkata,Male,UPI
ORD0269,2023-08-15,August,Q3,Laptop,Electronics,55067.06,1,10,49560.35,Chennai,Female,Debit Card
ORD0270,2023-12-23,December,Q4,Desk Chair,Furniture,10451.57,3,20,25083.77,Chennai,Male,Credit Card
ORD0271,2023-01-26,January,Q1,Coffee Beans,Grocery,1214.98,2,5,2308.46,Jaipur,Male,Debit Card
ORD0272,2023-02-21,February,Q1,Laptop,Electronics,48506.93,3,15,123692.67,Bangalore,Male,Net Banking
ORD0273,2023-11-30,November,Q4,Headphones,Electronics,2509.01,4,15,8530.63,Hyderabad,Female,UPI
ORD0274,2023-04-29,April,Q2,Bookshelf,Furniture,4406.54,1,20,3525.23,Jaipur,Male,Debit Card
ORD0275,2023-07-23,July,Q3,Jeans,Clothing,2740.82,2,0,5481.64,Ahmedabad,Male,UPI
ORD0276,2023-02-24,February,Q1,Laptop,Electronics,45324.35,5,20,181297.4,Kolkata,Female,Cash
ORD0277,2023-08-28,August,Q3,Rice 5kg,Grocery,433.51,2,20,693.62,Chennai,Male,Credit Card
ORD0278,2023-04-06,April,Q2,T-Shirt,Clothing,445.41,4,10,1603.48,Mumbai,Female,UPI
ORD0279,2023-11-09,November,Q4,Coffee Beans,Grocery,1141.84,2,5,2169.5,Pune,Female,Net Banking
ORD0280,2023-03-13,March,Q1,T-Shirt,Clothing,377.15,1,5,358.29,Ahmedabad,Female,Debit Card
ORD0281,2023-05-17,May,Q2,Laptop,Electronics,54127.48,2,15,92016.72,Kolkata,Female,Net Banking
ORD0282,2023-02-01,February,Q1,Coffee Beans,Grocery,412.58,3,5,1175.85,Delhi,Female,UPI
ORD0283,2023-12-20,December,Q4,Headphones,Electronics,2502.75,5,10,11262.38,Delhi,Female,UPI
ORD0284,2023-03-20,March,Q1,Coffee Beans,Grocery,642.93,2,15,1092.98,Ahmedabad,Female,Cash
ORD0285,2023-05-07,May,Q2,Rice 5kg,Grocery,569.48,5,5,2705.03,Lucknow,Male,Net Banking
ORD0286,2023-10-16,October,Q4,Running Shoes,Clothing,3876.78,3,0,11630.34,Delhi,Male,Net Banking
ORD0287,2023-03-26,March,Q1,Rice 5kg,Grocery,320.75,5,5,1523.56,Kolkata,Female,Credit Card
ORD0288,2023-09-19,September,Q3,Desk Chair,Furniture,9452.26,4,0,37809.04,Ahmedabad,Male,Cash
ORD0289,2023-01-30,January,Q1,Headphones,Electronics,2955.64,4,20,9458.05,Jaipur,Female,UPI
ORD0290,2023-10-24,October,Q4,Laptop,Electronics,58858.2,1,5,55915.29,Delhi,Male,Cash
ORD0291,2023-02-05,February,Q1,T-Shirt,Clothing,930.05,5,0,4650.25,Ahmedabad,Male,UPI
ORD0292,2023-07-11,July,Q3,Jeans,Clothing,1195.14,2,15,2031.74,Pune,Female,Cash
ORD0293,2023-12-01,December,Q4,Jeans,Clothing,975.63,5,5,4634.24,Kolkata,Male,Debit Card
ORD0294,2023-01-02,January,Q1,Rice 5kg,Grocery,387.57,2,5,736.38,Mumbai,Female,Cash
ORD0295,2023-05-07,May,Q2,Rice 5kg,Grocery,398.44,4,5,1514.07,Ahmedabad,Female,Debit Card
ORD0296,2023-12-05,December,Q4,Bookshelf,Furniture,2348.16,1,0,2348.16,Pune,Male,Debit Card
ORD0297,2023-08-17,August,Q3,Desk Chair,Furniture,3605.62,5,0,18028.1,Lucknow,Male,Debit Card
ORD0298,2023-04-22,April,Q2,Laptop,Electronics,59079.29,2,20,94526.86,Mumbai,Male,Net Banking
ORD0299,2023-10-23,October,Q4,Bookshelf,Furniture,2553.73,5,10,11491.78,Lucknow,Female,Debit Card
ORD0300,2023-07-31,July,Q3,Bookshelf,Furniture,5443.16,5,5,25855.01,Chennai,Female,Credit Card
ORD0301,2023-10-12,October,Q4,Rice 5kg,Grocery,581.98,2,15,989.37,Ahmedabad,Male,UPI
ORD0302,2023-07-29,July,Q3,Jeans,Clothing,2528.56,3,15,6447.83,Bangalore,Female,Cash
ORD0303,2023-04-26,April,Q2,Headphones,Electronics,3968.55,4,5,15080.49,Chennai,Male,Cash
ORD0304,2023-09-29,September,Q3,Laptop,Electronics,64683.51,4,20,206987.23,Bangalore,Female,Debit Card
ORD0305,2023-07-09,July,Q3,Bookshelf,Furniture,2415.02,1,15,2052.77,Delhi,Male,Credit Card
ORD0306,2023-01-21,January,Q1,Bookshelf,Furniture,3197.26,5,20,12789.04,Delhi,Male,Net Banking
ORD0307,2023-06-05,June,Q2,Rice 5kg,Grocery,325.96,2,10,586.73,Mumbai,Male,Debit Card
ORD0308,2023-12-23,December,Q4,Smartphone,Electronics,36647.01,4,5,139258.64,Lucknow,Male,Cash
ORD0309,2023-08-27,August,Q3,Desk Chair,Furniture,7968.71,3,15,20320.21,Jaipur,Female,UPI
ORD0310,2023-02-20,February,Q1,Bookshelf,Furniture,3118.4,4,15,10602.56,Ahmedabad,Female,Debit Card
ORD0311,2023-04-24,April,Q2,T-Shirt,Clothing,580.94,1,20,464.75,Bangalore,Male,UPI
ORD0312,2023-06-01,June,Q2,Rice 5kg,Grocery,577.17,5,15,2452.97,Bangalore,Male,UPI
ORD0313,2023-10-09,October,Q4,Desk Chair,Furniture,6418.56,2,15,10911.55,Kolkata,Female,Cash
ORD0314,2023-03-13,March,Q1,Running Shoes,Clothing,3573.73,3,5,10185.13,Jaipur,Female,Debit Card
ORD0315,2023-01-18,January,Q1,Rice 5kg,Grocery,596.61,1,20,477.29,Delhi,Male,Credit Card
ORD0316,2023-12-29,December,Q4,Jeans,Clothing,1101.62,2,0,2203.24,Bangalore,Male,Debit Card
ORD0317,2023-11-23,November,Q4,Rice 5kg,Grocery,409.6,1,20,327.68,Lucknow,Female,Cash
ORD0318,2023-01-07,January,Q1,Laptop,Electronics,45231.43,5,15,192233.58,Mumbai,Female,Net Banking
ORD0319,2023-02-24,February,Q1,Bookshelf,Furniture,1577.14,4,5,5993.13,Delhi,Male,Debit Card
ORD0320,2023-05-17,May,Q2,Desk Chair,Furniture,8578.03,3,10,23160.68,Pune,Male,UPI
ORD0321,2023-06-03,June,Q2,Jeans,Clothing,1809.25,2,5,3437.57,Delhi,Male,Credit Card
ORD0322,2023-01-29,January,Q1,Jeans,Clothing,1633.76,5,15,6943.48,Mumbai,Male,Credit Card
ORD0323,2023-02-18,February,Q1,Running Shoes,Clothing,5303.98,3,20,12729.55,Jaipur,Male,Debit Card
ORD0324,2023-05-19,May,Q2,Desk Chair,Furniture,11111.46,5,15,47223.7,Mumbai,Male,UPI
ORD0325,2023-06-11,June,Q2,Rice 5kg,Grocery,447.23,1,5,424.87,Mumbai,Male,Net Banking
ORD0326,2023-06-03,June,Q2,Headphones,Electronics,3959.47,4,0,15837.88,Bangalore,Male,Net Banking
ORD0327,2023-07-16,July,Q3,Jeans,Clothing,2289.15,5,10,10301.18,Bangalore,Male,Net Banking
ORD0328,2023-02-08,February,Q1,T-Shirt,Clothing,347.38,4,5,1320.04,Kolkata,Female,UPI
ORD0329,2023-04-27,April,Q2,Laptop,Electronics,67194.3,4,15,228460.62,Kolkata,Female,Cash
ORD0330,2023-11-13,November,Q4,Headphones,Electronics,3654.72,4,0,14618.88,Chennai,Male,Credit Card
ORD0331,2023-07-19,July,Q3,Smartphone,Electronics,20843.08,4,5,79203.7,Kolkata,Female,Credit Card
ORD0332,2023-07-04,July,Q3,Smartphone,Electronics,12171.44,3,15,31037.17,Chennai,Male,Debit Card
ORD0333,2023-10-12,October,Q4,Smartphone,Electronics,18183.93,4,20,58188.58,Jaipur,Female,Credit Card
ORD0334,2023-11-02,November,Q4,Laptop,Electronics,48136.66,5,0,240683.3,Lucknow,Female,Cash
ORD0335,2023-10-14,October,Q4,Laptop,Electronics,55214.66,4,0,220858.64,Hyderabad,Male,Cash
ORD0336,2023-09-10,September,Q3,Headphones,Electronics,1383.13,3,10,3734.45,Bangalore,Male,Debit Card
ORD0337,2023-02-09,February,Q1,Jeans,Clothing,1406.39,3,15,3586.29,Kolkata,Female,Debit Card
ORD0338,2023-02-24,February,Q1,Running Shoes,Clothing,4172.13,2,15,7092.62,Bangalore,Female,Credit Card
ORD0339,2023-06-18,June,Q2,Jeans,Clothing,1530.21,5,15,6503.39,Ahmedabad,Female,Cash
ORD0340,2023-12-22,December,Q4,Coffee Beans,Grocery,549.74,3,20,1319.38,Hyderabad,Female,UPI
ORD0341,2023-12-22,December,Q4,Headphones,Electronics,4851.21,3,10,13098.27,Ahmedabad,Male,UPI
ORD0342,2023-02-28,February,Q1,Jeans,Clothing,1415.94,4,10,5097.38,Lucknow,Male,Net Banking
ORD0343,2023-08-25,August,Q3,Rice 5kg,Grocery,312.97,5,0,1564.85,Hyderabad,Female,UPI
ORD0344,2023-03-13,March,Q1,Smartphone,Electronics,39025.86,4,15,132687.92,Chennai,Male,UPI
ORD0345,2023-08-18,August,Q3,Headphones,Electronics,3803.99,4,0,15215.96,Lucknow,Female,Net Banking
ORD0346,2023-01-19,January,Q1,Jeans,Clothing,1975.14,4,20,6320.45,Kolkata,Male,Credit Card
ORD0347,2023-11-28,November,Q4,Desk Chair,Furniture,8918.41,3,5,25417.47,Lucknow,Male,Net Banking
ORD0348,2023-02-24,February,Q1,Jeans,Clothing,2926.95,3,15,7463.72,Mumbai,Male,UPI
ORD0349,2023-10-25,October,Q4,Desk Chair,Furniture,7596.09,5,20,30384.36,Lucknow,Male,Cash
ORD0350,2023-03-19,March,Q1,T-Shirt,Clothing,651.41,5,20,2605.64,Kolkata,Male,Cash
ORD0351,2023-03-14,March,Q1,Smartphone,Electronics,21749.26,1,0,21749.26,Kolkata,Female,UPI
ORD0352,2023-06-28,June,Q2,Running Shoes,Clothing,5029.21,5,15,21374.14,Ahmedabad,Male,Cash
ORD0353,2023-12-30,December,Q4,Running Shoes,Clothing,2935.09,3,0,8805.27,Delhi,Male,UPI
ORD0354,2023-09-22,September,Q3,Smartphone,Electronics,34345.6,2,5,65256.64,Bangalore,Male,UPI
ORD0355,2023-07-27,July,Q3,Rice 5kg,Grocery,399.23,4,5,1517.07,Bangalore,Male,Cash
ORD0356,2023-08-19,August,Q3,Jeans,Clothing,863.25,5,5,4100.44,Lucknow,Female,Cash
ORD0357,2023-12-27,December,Q4,Laptop,Electronics,69665.75,2,10,125398.35,Delhi,Male,Net Banking
ORD0358,2023-02-28,February,Q1,Headphones,Electronics,2336.33,2,15,3971.76,Chennai,Female,Net Banking
ORD0359,2023-10-28,October,Q4,T-Shirt,Clothing,836.87,5,15,3556.7,Delhi,Female,UPI
ORD0360,2023-10-30,October,Q4,Running Shoes,Clothing,4278.13,3,20,10267.51,Delhi,Male,UPI
ORD0361,2023-07-11,July,Q3,Smartphone,Electronics,19872.9,1,5,18879.26,Bangalore,Female,Cash
ORD0362,2023-04-06,April,Q2,Coffee Beans,Grocery,551.65,4,15,1875.61,Ahmedabad,Male,Net Banking
ORD0363,2023-06-11,June,Q2,Headphones,Electronics,2856.5,2,5,5427.35,Ahmedabad,Male,UPI
ORD0364,2023-10-15,October,Q4,Laptop,Electronics,61961.31,2,15,105334.23,Jaipur,Female,Cash
ORD0365,2023-03-27,March,Q1,Running Shoes,Clothing,3370.34,4,15,11459.16,Delhi,Male,Debit Card
ORD0366,2023-05-28,May,Q2,Bookshelf,Furniture,1647.13,2,20,2635.41,Bangalore,Female,Net Banking
ORD0367,2023-02-28,February,Q1,Running Shoes,Clothing,3973.77,1,20,3179.02,Chennai,Female,Net Banking
ORD0368,2023-04-22,April,Q2,Laptop,Electronics,71600.14,4,20,229120.45,Pune,Male,Debit Card
ORD0369,2023-05-15,May,Q2,Bookshelf,Furniture,5436.64,1,15,4621.14,Kolkata,Male,Cash
ORD0370,2023-10-29,October,Q4,Smartphone,Electronics,37595.84,2,5,71432.1,Kolkata,Female,Debit Card
ORD0371,2023-01-31,January,Q1,Coffee Beans,Grocery,553.16,2,5,1051.0,Lucknow,Female,Net Banking
ORD0372,2023-12-27,December,Q4,Bookshelf,Furniture,4185.86,2,10,7534.55,Chennai,Female,Net Banking
ORD0373,2023-03-11,March,Q1,Bookshelf,Furniture,5785.79,5,0,28928.95,Pune,Male,UPI
ORD0374,2023-03-16,March,Q1,Headphones,Electronics,3745.99,2,5,7117.38,Kolkata,Male,Cash
ORD0375,2023-07-12,July,Q3,Running Shoes,Clothing,2139.77,3,15,5456.41,Ahmedabad,Male,Credit Card
ORD0376,2023-08-21,August,Q3,Jeans,Clothing,1933.87,3,10,5221.45,Ahmedabad,Female,Net Banking
ORD0377,2023-11-22,November,Q4,Laptop,Electronics,75411.77,1,15,64100.0,Kolkata,Male,Net Banking
ORD0378,2023-09-11,September,Q3,Jeans,Clothing,1278.44,4,5,4858.07,Chennai,Female,UPI
ORD0379,2023-09-06,September,Q3,T-Shirt,Clothing,792.13,2,20,1267.41,Kolkata,Male,Credit Card
ORD0380,2023-03-05,March,Q1,Smartphone,Electronics,32663.92,4,0,130655.68,Bangalore,Female,Cash
ORD0381,2023-12-19,December,Q4,Laptop,Electronics,79714.34,4,5,302914.49,Bangalore,Female,Debit Card
ORD0382,2023-02-12,February,Q1,Bookshelf,Furniture,1920.03,3,10,5184.08,Kolkata,Male,Credit Card
ORD0383,2023-12-02,December,Q4,Jeans,Clothing,2175.96,2,15,3699.13,Delhi,Male,Credit Card
ORD0384,2023-04-26,April,Q2,Desk Chair,Furniture,7291.26,2,20,11666.02,Jaipur,Female,Credit Card
ORD0385,2023-12-22,December,Q4,Laptop,Electronics,69345.9,1,15,58944.01,Bangalore,Female,Credit Card
ORD0386,2023-06-10,June,Q2,Desk Chair,Furniture,6447.63,1,0,6447.63,Kolkata,Female,Debit Card
ORD0387,2023-02-05,February,Q1,Jeans,Clothing,2501.39,2,5,4752.64,Jaipur,Male,Net Banking
ORD0388,2023-07-30,July,Q3,Headphones,Electronics,2648.42,2,5,5032.0,Lucknow,Female,Debit Card
ORD0389,2023-10-29,October,Q4,Smartphone,Electronics,41587.57,2,0,83175.14,Pune,Female,Cash
ORD0390,2023-11-27,November,Q4,T-Shirt,Clothing,1011.76,2,10,1821.17,Delhi,Male,Net Banking
ORD0391,2023-12-20,December,Q4,Coffee Beans,Grocery,1060.01,5,10,4770.05,Mumbai,Female,Debit Card
ORD0392,2023-06-01,June,Q2,Rice 5kg,Grocery,462.42,2,15,786.11,Mumbai,Male,Cash
ORD0393,2023-02-06,February,Q1,Jeans,Clothing,1047.15,4,20,3350.88,Jaipur,Male,UPI
ORD0394,2023-07-07,July,Q3,T-Shirt,Clothing,417.92,5,15,1776.16,Jaipur,Male,Cash
ORD0395,2023-05-15,May,Q2,Smartphone,Electronics,12550.75,1,0,12550.75,Hyderabad,Male,Credit Card
ORD0396,2023-08-05,August,Q3,Jeans,Clothing,1914.05,5,15,8134.71,Pune,Male,Net Banking
ORD0397,2023-06-08,June,Q2,Rice 5kg,Grocery,465.62,3,0,1396.86,Delhi,Male,Debit Card
ORD0398,2023-06-08,June,Q2,Rice 5kg,Grocery,364.36,5,0,1821.8,Pune,Male,Credit Card
ORD0399,2023-08-21,August,Q3,Desk Chair,Furniture,3775.92,4,0,15103.68,Lucknow,Male,UPI
ORD0400,2023-03-25,March,Q1,Headphones,Electronics,1301.66,2,0,2603.32,Ahmedabad,Female,Net Banking
ORD0401,2023-07-10,July,Q3,Rice 5kg,Grocery,524.05,3,5,1493.54,Bangalore,Female,Credit Card
ORD0402,2023-09-26,September,Q3,Laptop,Electronics,56725.39,4,10,204211.4,Delhi,Female,Net Banking
ORD0403,2023-01-29,January,Q1,Smartphone,Electronics,28372.87,5,10,127677.92,Ahmedabad,Male,UPI
ORD0404,2023-12-12,December,Q4,Headphones,Electronics,1871.49,1,20,1497.19,Delhi,Male,Net Banking
ORD0405,2023-01-24,January,Q1,Laptop,Electronics,46541.33,1,5,44214.26,Ahmedabad,Female,Cash
ORD0406,2023-12-02,December,Q4,Headphones,Electronics,1551.64,1,20,1241.31,Pune,Male,UPI
ORD0407,2023-02-09,February,Q1,Desk Chair,Furniture,6746.31,3,10,18215.04,Lucknow,Female,Credit Card
ORD0408,2023-04-25,April,Q2,Rice 5kg,Grocery,485.66,1,5,461.38,Jaipur,Male,Cash
ORD0409,2023-06-17,June,Q2,Smartphone,Electronics,40940.71,3,10,110539.92,Delhi,Female,Credit Card
ORD0410,2023-11-15,November,Q4,T-Shirt,Clothing,479.8,5,10,2159.1,Hyderabad,Female,UPI
ORD0411,2023-05-06,May,Q2,Coffee Beans,Grocery,1469.04,2,20,2350.46,Bangalore,Male,Cash
ORD0412,2023-06-21,June,Q2,Laptop,Electronics,53154.92,3,0,159464.76,Mumbai,Female,UPI
ORD0413,2023-09-09,September,Q3,Smartphone,Electronics,18771.41,2,15,31911.4,Mumbai,Male,UPI
ORD0414,2023-07-31,July,Q3,Smartphone,Electronics,13448.71,2,20,21517.94,Kolkata,Female,Credit Card
ORD0415,2023-02-08,February,Q1,Coffee Beans,Grocery,505.13,2,15,858.72,Lucknow,Male,Cash
ORD0416,2023-07-21,July,Q3,Headphones,Electronics,1794.44,3,10,4844.99,Kolkata,Female,Cash
ORD0417,2023-10-27,October,Q4,Bookshelf,Furniture,2551.25,2,5,4847.38,Delhi,Male,Credit Card
ORD0418,2023-03-03,March,Q1,Headphones,Electronics,2688.18,3,15,6854.86,Jaipur,Female,Debit Card
ORD0419,2023-02-16,February,Q1,Running Shoes,Clothing,2887.38,3,0,8662.14,Bangalore,Female,Net Banking
ORD0420,2023-02-16,February,Q1,Laptop,Electronics,52525.73,3,5,149698.33,Hyderabad,Female,Cash
ORD0421,2023-03-31,March,Q1,Rice 5kg,Grocery,267.13,3,10,721.25,Mumbai,Female,Cash
ORD0422,2023-08-25,August,Q3,Rice 5kg,Grocery,511.83,2,0,1023.66,Delhi,Male,Credit Card
ORD0423,2023-04-12,April,Q2,Laptop,Electronics,47158.42,2,5,89601.0,Pune,Female,Credit Card
ORD0424,2023-02-03,February,Q1,Coffee Beans,Grocery,1044.73,1,0,1044.73,Hyderabad,Female,Debit Card
ORD0425,2023-01-22,January,Q1,Smartphone,Electronics,41867.57,3,0,125602.71,Ahmedabad,Male,Debit Card
ORD0426,2023-01-16,January,Q1,Coffee Beans,Grocery,876.47,4,15,2980.0,Pune,Female,Debit Card
ORD0427,2023-05-24,May,Q2,T-Shirt,Clothing,492.46,2,10,886.43,Ahmedabad,Male,Credit Card
ORD0428,2023-09-13,September,Q3,Coffee Beans,Grocery,1081.09,2,10,1945.96,Pune,Female,Credit Card
ORD0429,2023-04-13,April,Q2,Smartphone,Electronics,21232.61,2,15,36095.44,Jaipur,Male,Net Banking
ORD0430,2023-10-06,October,Q4,Laptop,Electronics,79629.13,3,15,203054.28,Ahmedabad,Female,Net Banking
ORD0431,2023-01-14,January,Q1,Rice 5kg,Grocery,362.56,3,5,1033.3,Kolkata,Male,Credit Card
ORD0432,2023-07-03,July,Q3,Bookshelf,Furniture,1763.66,4,20,5643.71,Lucknow,Male,Debit Card
ORD0433,2023-10-01,October,Q4,Smartphone,Electronics,20179.28,2,10,36322.7,Mumbai,Male,Net Banking
ORD0434,2023-05-02,May,Q2,Jeans,Clothing,1579.93,2,5,3001.87,Lucknow,Female,UPI
ORD0435,2023-10-16,October,Q4,Coffee Beans,Grocery,431.03,3,20,1034.47,Bangalore,Male,Cash
ORD0436,2023-02-16,February,Q1,Rice 5kg,Grocery,358.17,4,0,1432.68,Mumbai,Male,Net Banking
ORD0437,2023-06-19,June,Q2,Desk Chair,Furniture,3179.35,4,0,12717.4,Lucknow,Male,Debit Card
ORD0438,2023-01-12,January,Q1,T-Shirt,Clothing,944.96,3,0,2834.88,Bangalore,Male,Credit Card
ORD0439,2023-12-27,December,Q4,Rice 5kg,Grocery,551.23,1,10,496.11,Pune,Male,UPI
ORD0440,2023-11-24,November,Q4,Bookshelf,Furniture,2951.71,2,15,5017.91,Ahmedabad,Female,Debit Card
ORD0441,2023-04-25,April,Q2,Rice 5kg,Grocery,492.75,5,10,2217.38,Lucknow,Male,Cash
ORD0442,2023-04-01,April,Q2,Bookshelf,Furniture,4802.98,3,5,13688.49,Mumbai,Female,Net Banking
ORD0443,2023-04-24,April,Q2,Laptop,Electronics,51372.86,3,20,123294.86,Lucknow,Male,Cash
ORD0444,2023-06-27,June,Q2,Headphones,Electronics,2190.91,1,5,2081.36,Kolkata,Male,Credit Card
ORD0445,2023-05-08,May,Q2,T-Shirt,Clothing,701.41,3,5,1999.02,Delhi,Female,UPI
ORD0446,2023-08-13,August,Q3,Smartphone,Electronics,35773.65,1,15,30407.6,Pune,Male,Cash
ORD0447,2023-07-12,July,Q3,Running Shoes,Clothing,5467.97,3,20,13123.13,Delhi,Female,Net Banking
ORD0448,2023-05-31,May,Q2,Desk Chair,Furniture,4463.91,1,0,4463.91,Mumbai,Female,UPI
ORD0449,2023-03-24,March,Q1,Smartphone,Electronics,14448.61,2,15,24562.64,Delhi,Male,UPI
ORD0450,2023-08-09,August,Q3,Coffee Beans,Grocery,1483.8,4,0,5935.2,Bangalore,Female,Debit Card
ORD0451,2023-07-29,July,Q3,Laptop,Electronics,48544.02,2,5,92233.64,Jaipur,Female,UPI
ORD0452,2023-10-20,October,Q4,Bookshelf,Furniture,2568.97,1,15,2183.62,Jaipur,Female,Debit Card
ORD0453,2023-05-31,May,Q2,Laptop,Electronics,57629.01,4,0,230516.04,Lucknow,Female,Debit Card
ORD0454,2023-02-11,February,Q1,Smartphone,Electronics,12849.28,2,10,23128.7,Ahmedabad,Male,UPI
ORD0455,2023-11-25,November,Q4,Jeans,Clothing,1835.55,3,0,5506.65,Jaipur,Female,Debit Card
ORD0456,2023-08-17,August,Q3,T-Shirt,Clothing,1096.83,3,5,3125.97,Mumbai,Female,Cash
ORD0457,2023-02-01,February,Q1,Running Shoes,Clothing,2685.3,3,20,6444.72,Bangalore,Male,Credit Card
ORD0458,2023-04-27,April,Q2,T-Shirt,Clothing,1027.17,4,20,3286.94,Jaipur,Male,Cash
ORD0459,2023-10-21,October,Q4,Rice 5kg,Grocery,396.52,5,15,1685.21,Hyderabad,Female,UPI
ORD0460,2023-10-20,October,Q4,Smartphone,Electronics,25028.54,1,20,20022.83,Jaipur,Male,Credit Card
ORD0461,2023-04-09,April,Q2,Running Shoes,Clothing,2277.96,2,5,4328.12,Bangalore,Male,Cash
ORD0462,2023-11-18,November,Q4,Smartphone,Electronics,44613.24,4,5,169530.31,Bangalore,Female,UPI
ORD0463,2023-10-10,October,Q4,Smartphone,Electronics,14871.91,5,15,63205.62,Kolkata,Female,Net Banking
ORD0464,2023-10-28,October,Q4,Running Shoes,Clothing,5627.23,1,20,4501.78,Jaipur,Female,Credit Card
ORD0465,2023-10-26,October,Q4,Jeans,Clothing,1128.36,5,20,4513.44,Delhi,Male,Net Banking
ORD0466,2023-07-30,July,Q3,Smartphone,Electronics,37929.61,5,10,170683.24,Chennai,Female,Cash
ORD0467,2023-05-22,May,Q2,Coffee Beans,Grocery,1069.86,1,5,1016.37,Pune,Male,Net Banking
ORD0468,2023-07-22,July,Q3,Coffee Beans,Grocery,1148.89,4,0,4595.56,Kolkata,Male,Credit Card
ORD0469,2023-06-22,June,Q2,Running Shoes,Clothing,5643.76,3,0,16931.28,Chennai,Female,UPI
ORD0470,2023-03-10,March,Q1,Running Shoes,Clothing,5362.06,1,5,5093.96,Chennai,Female,UPI
ORD0471,2023-04-07,April,Q2,Bookshelf,Furniture,4779.6,5,0,23898.0,Ahmedabad,Male,Cash
ORD0472,2023-09-21,September,Q3,Running Shoes,Clothing,4917.72,3,0,14753.16,Bangalore,Male,UPI
ORD0473,2023-01-15,January,Q1,Rice 5kg,Grocery,391.18,5,20,1564.72,Bangalore,Male,Debit Card
ORD0474,2023-07-04,July,Q3,Laptop,Electronics,53732.16,4,0,214928.64,Hyderabad,Female,UPI
ORD0475,2023-05-04,May,Q2,Running Shoes,Clothing,3773.07,1,0,3773.07,Kolkata,Female,Net Banking
ORD0476,2023-10-10,October,Q4,Running Shoes,Clothing,2299.13,4,20,7357.22,Kolkata,Female,Debit Card
ORD0477,2023-01-15,January,Q1,Bookshelf,Furniture,4870.33,1,10,4383.3,Pune,Male,Debit Card
